# Coverage register — a recorded reason for every gap the audit tolerates.
#
# Columns:  file <TAB> what <TAB> category <TAB> reason
#   "what" is a method name, or the source text of a partially-covered condition.
#   It is deliberately NOT a line number: lines move, and a register keyed on them
#   goes stale on the first unrelated commit and silently stops matching.
#
# Categories in use:
#   tier:integration     needs Docker; a test tier covers it, the hermetic gate cannot
#   tier:ml              needs a trained model artifact
#   tier:live            needs the network or a plugin jar on disk
#   terminal             needs a real TTY (JLine raw mode / keystroke dispatch)
#   framework-override   an @Override this codebase never calls; a framework does
#   entry-point          a process entry point, covered by the packaging smoke tests
#   unreachable          no supported input reaches it — the reason must say *why*
#
# A row here is a claim that the gap is not worth closing, and it is reviewed like
# any other claim. "Hard to reach" is not a reason; "the grammar cannot express it"
# is. Adding a row to silence the audit without a reason that survives reading is
# the one thing this file is meant to prevent.
relix-plan/src/main/java/com/darkcollective/relix/plan/SqlPushdownPlanner.java	&& IDENTIFIER.matcher(right.alias).matches()	unreachable	The mirror of the guard above, unreachable for the same reason: both aliases come from declared source names, which the grammar guarantees are identifier-shaped.
relix-lang-ast/src/main/java/com/darkcollective/relix/lang/ast/ScriptBuilders.java	<init>	unreachable	an abstract holder of static factories — nothing constructs it and nothing can; it is a class only so ScriptBuilders can extend AstBuilders and serve the whole authoring surface from one import
relix-processor/src/main/java/com/darkcollective/relix/processor/eval/SubsetOptimizer.java	lambda$new$0	unreachable	the no-solver message, thrown when SolverCatalog.installed() finds none; relix-solver-ojalgo is a provider on every test classpath, so this constructor always finds one — the no-solver behaviour is asserted at the planner instead, where it is raised before any input is read
relix-processor/src/main/java/com/darkcollective/relix/processor/exec/WhyExecutor.java	asDocument	unreachable	converts a closed row arriving under an OPEN output heading — reachable only for WHY over a schema-on-read source, whose connector (json/http) lives in relix-connectors-std, above this module; every open-schema row this module can produce is already a DocumentRow
relix-processor/src/main/java/com/darkcollective/relix/processor/exec/JoinExecutor.java	lambda$matcher$0	unreachable	'join is missing its condition' — the planner only chooses HASH for a join that has one; a conditionless join is a product, which takes a different arm entirely
relix-processor/src/main/java/com/darkcollective/relix/processor/exec/WindowExecutor.java	lambda$ntileBuckets$0	unreachable	'NTILE requires a bucket-count argument' — RelAlgebraValidator rejects an NTILE without one before a plan exists, so the executor cannot be handed a validated plan that lacks it
relix-processor/src/main/java/com/darkcollective/relix/processor/QueryExecutor.java	lambda$resolveSchema$1	unreachable	'Unknown relation in query target' — a named query target that resolves to nothing is a semantic error, so analysis fails before a model reaches the executor
relix-semantic/src/main/java/com/darkcollective/relix/semantic/SymbolCollector.java	lambda$collect$0	unreachable	asserts an ImportGraph invariant — processingOrder() lists keys of the very map script() reads, so this fires only on a defect inside ImportGraph rather than on any input
relix-provenance/src/main/java/com/darkcollective/relix/provenance/Monomial.java	while (i.hasNext() && j.hasNext()) {	unreachable	one iterator cannot outlast the other here. The loop is reached only once the degrees compare equal, and it returns the moment an entry differs — so exhausting i while j has entries left would mean every compared entry was identical and j still holds variables with exponents the constructor guarantees are positive, making other's degree strictly the larger. The degrees were equal, so that cannot happen: the loop always ends with both exhausted, which is also why the size tie-break below it always answers 0.
relix-symbol/src/main/java/com/darkcollective/relix/symbol/table/InMemorySymbolTable.java	if (overloads != null && !overloads.isEmpty()) {	unreachable	an overload map is never empty while it exists. registerFunction creates it with computeIfAbsent immediately before an unconditional put, and its one early return happens only when an overload was already present; no method on this table removes an entry or a map. Kept as belt-and-braces rather than simplified to a null check: without it an empty map would break the namespace fall-through early and return no function at all, so the guard is what makes the invariant safe to be wrong about.
relix-optimizer/src/main/java/com/darkcollective/relix/optimizer/EmptyRelationPropagationPass.java	case UnionAllNode n           -> isEmpty(n.left()) && isEmpty(n.right());	unreachable	the right half cannot be true here. EMPTY-003 rewrites `X ⊎ ∅` to X, bottom-up, before this classifier is asked about the node — from the pass's own walk or from an operator above it — so every ⊎ that survives to be classified has a live right branch, and the second call answers false whenever the first was true. The arm is written symmetrically with ∪/⊔/∆ beside it because the law is the same; only ⊎ has a rule that gets there first.
relix-embed/src/main/java/com/darkcollective/relix/embed/Relix.java	if (raised.getCause() instanceof ScriptParseException parse && parse.line() > 0) {	unreachable	syntaxDiagnostic has one caller, validate(String), and its parse() runs ScriptParser — which raises ScriptParseException and places every failure it raises. Both false arms therefore describe inputs no frontend on this path produces. A cause that is not a ScriptParseException would be a parser defect rather than a rejected script: parse() catches RuntimeException deliberately widely so that one is reported to the caller as a diagnostic instead of escaping validate(), which is documented as the one method that does not throw. A ScriptParseException with line() == 0 is the core-level contract for a frontend with no line/column notion — a builder API — and such a frontend hands the session a Script rather than text, so it never reaches parse() at all.
